review,rating,sentiment
madev Weh pokonmh,5,positif
"maaf sebelumnya saya kasih reting bintang 3 dari belanja sudah bagus tapi cuma 1 masalah nya kan saya iseng coba ai neko.ai nya itu terlalu tegas saya tahu itu bagus. tapi kurang nyaman aja,maasa cuma salah ketik!!di bilang bohong habis itu dia keluar dari chat.kayak ada kesan di anggap basa basi.apalah",3,netral
siput emang belanjanya tapi pengirimannya lama kaya nunggu murah jalan.tolong diperbaiki lagi pengirimannya,3,netral
"paket buat jaringan ngelag mahal, ngegame.",1,negatif
kasih bintang 5 ajalah meskipun ga perna belanja disini tapi aku mau beli fis apalah aku lupa tapi ya semoga lancar pembelian ku,5,positif
"suka kali paket ngestak teros padahal udah mau 2minggu lawak nih shopee kerjanya, udah lewat tenggat waktunya lagi paket masih stak di situ terus lagi",1,negatif
barang jos,3,netral
"apan sih lu iklan di mana mana, gk di pencet pun malah langsung masuk apk nya pokonya no rispek",1,negatif
"Parah, pesen shopeefood udah nunggu 1 jam, katanya nemu lagi nyiapin makanan, malah dibatalin sistem. Info dari awal kalau emang masalahnya nggak resto driver. Jadi nggak berharap gini. Udah nunggu lama, mana nggak bisa dibatalin tadi. Customer service fast respon sih, bagus. Tapi jawabannya kurang memuaskan dan kurang solutif.",3,netral
"subhanallah cantik sekali barang nya , AQ GK bohong ,apalgi besok udah puasa kan.. pokok nya 100 lah AQ suka",5,positif
banyak penjual penipu menjual ga sesuai gambar jauh beda dari gambar,1,negatif
"bintang 1... seratus sering mengganggu saat nonton dracin 😭, kebanyakn ngiklan... ganggu sekali.. klo ad bintang minus karena bakal gw kasih.. sy sekali cma ad bintang 1... makan nih bintg 1 kbanyakan ngiklan",1,negatif
"Pesanan saya 2x dibatalkan!! Shopee ribet. lama makin aneh, makin makin",1,negatif
"download, juga baru mau beli, malah metode pembayaran COD tidak bisa, pesanan tidak didukung, kecewa",2,negatif
blockzi eror,1,negatif
sebenarnya enak cuma sayang banget proses penanganan terhadap terkait akun lama prosesnya dan juga kebanyakan iklan buka apapun sponsor nya selalu masuk ke shopee entah produk atau live promosi jadi nya mengganggu program apa kadang GK jelas apalagi yg terbaru negoneko di tanya nya dijawab malah nyalahin danc*k,3,netral
"jangan beli di aplikasi shopee.. bisa sampe 1 bulan g sampe2. aku aja pesan dr tanggal 14 feb sampe tanggal 5 maren g sampe2. di komplen jawabnya, aku memahami kendala kakak. terus alasannya pasti jasa kurir, kalau emang karena jasa kurir yg henat gratis atau apa itu yg buat pesanan berminggu g sampe kenapa diadakan. saran saya jangan beli barang shopee. mending beli di aplikasi lain aja",1,negatif
sangat mengecawakan...tidak bisa menyaring penjual yamg menipu dan tidak bisa memberi solusi buat pembeli....!!!,1,negatif
tadinya saya mau yg bintang lima tapi waktu estimasinya sering berubah ubah itu kasih bikin saya gak ngerti🙏🙏🙏,3,netral
"Aplikasinya sebenarnya bagus memberikan sering saya pakai belanja. Tapi saya kecewa karena tiba-tiba metode COD tidak bisa dipakai sama sekali, padahal sebelumnya tidak pernah ada masalah dengan pesanan saya. Semoga Shopee bisa memperbaiki sistemnya atau dan penjelasan yang jelas kalau memang ada pembatasan COD, supaya pengguna tidak bingung saat ingin checkout.",3,netral
bagus belanja jadi murah nya discount voucher belanja yang besar. saya suka belanja di Shopee lebih aman. setelah keluar dari vidio live terkadang suara dengan masih terus terdengar.,5,positif
sangat buruk sekali pelayanan pesen barang sudah hampir 10 hari estimasi selalu berubah ubah adahal dari penjual nya sudah di kirim.Terutama DC Sunter info nya overload lah kan sudah 10 hari masa tidak ada pergerakan tetep Di DC sunter.sangat buruk sekali.,1,negatif
"kadang klau pesanan barang dr lokasi toko jauh, estimasi paket dikirim 3 atau 4 hari, ternyata setelah di tunggu, ga sesuai di awal, dan pemberitahuan otomatis berubah jadi mundur dari tanggal yg di jadwalkan tanpa alasan yg jelas, padahal di iklannya di janjikan cepat sampai.",3,netral
"sangat rekomendasi ada berbelanja online, semua untuk di shopee",5,positif
aktivitas tidak wajar. voucher gimmick,1,negatif
mantap aplikasi nya,4,positif
"Ekspedisi nya ga makin jelas, paket estimasinya ga sesuai telat terus",3,netral
jelek masa prangkat saya di blokir gara gara ganti ganti akun,1,negatif
"Mudah dan nyaman,,tidak ribet dan sangat membantu.",5,positif
suka ngeleg tapi bagus banyak diskon,3,netral
sangat menarik,5,positif
"cape cape isi pengaduan buat formulir blesan nya ""tolong isi formulir lagi""",3,netral
cari driver shopee foodnya sangat lama,1,negatif
lemot bgt,1,negatif
very petrifying,3,netral
iklan sangat mengganggu dan sangat licik,1,negatif
"shoope Indonesia sekedar masukan dari saya sebagai pembeli, banyak barang yg GK nyampai ketempat pembeli,terutama barang yang kemasannya kecil..kasihan yg punya toko...barang udah keluar dari toko tetapi tidak nyampai ke pembeli.. otomatis pihak toko GK dapat uangnya.. mohon pihak shopee bisa mengajukan komplain ke tempat jasa pengiriman... terima kasih...",3,netral
"saya pengguna paling suka pakai shope dari dulu , saya emang pernah telat bayar paylater ,, sekarang sering belanja malahan udah gold , ko masih gak bisa pakai paylater sih ,, hapus aja gituh shope nya gak bermanfaat banget",3,netral
aku suka ada poin buat ganti ongkir😀😀😀,5,positif
madev Weh pokonmh,5,positif
kenapa sekarang cari barang di aplikasi sopi ada perubahan tolong dong Kem balikan seperti semula soal nya yang sekarang sangat susah men cari apa yang kita butuh kan,1,negatif
Aplikasi sudah jdi bobrok untuk reseller🤣 semena2 terhadap seller potongan makin gila reseller dipaksa di depan kamera terus pengembalian barang yg ga jelas mending pindah ke aplikasi sebelah 🤣🤣🤣 masih mending ajalah,1,negatif
pilihan belanja d shopee buanyak puas,5,positif
gak adil ini shopee...barang di return uang saya belum balik...shopee sekarang lebih pro kepada penjual..one star for you shopee....,1,negatif
Mulu terlambat pengiriman parah,4,positif
WOIII PAKET GUE UDH MASIH SEMINGGU HAMPIR NYANGKUT SORTIR DC SEMARANG,3,netral
1 kata MANTAB,5,positif
"tolong aplikasinya diperbaiki, soalnya saat mau kembali eh halaman sebelumnya di dalam toko. ke malah kembali ke halaman utama shopeenya. Yang terjadi harus nyari2 toko yang di tuju lagi. segera diperbaiki",3,netral
saya pesan barang sudah pengantaran lagi balik malah ke transit saya kecewa dengan shoope dan kurir yg bertugas,3,netral
Aplikasi yang bermanfaat,5,positif
Mantap!!! Terbaik... 👍👍,5,positif
iklan kau ngeselin,1,negatif
sekarang instan/sameday dapet kurirnya susah dan lama. bahkan mesti dibatalkan mulu,3,netral
makin lama makin parah pengirimannya masa barang dari jakarta ke palembang skrg bisa sampai 1 minggh mending di uninstall aja ni aplikasi enakan di toktok pengiriman nya jelas dan datang tepat waktu skrg mending hapus aplikasi ini di hp kalian,1,negatif
kadang nya bagus sih tapi aplikasi suka ngelag banget,3,netral
"Banyak pilihan barang/komoditas, baik kualitas maupun harga. Kecepatan dalam menangani keluhan. Proses retur/pengembalian dana relatif cepat. Variasi diskon. Kekurangannya hanya saja aplikasi terlalu berat, sering ngelag",5,positif
barangnya bagus harga ramah di kantong,5,positif
Pesanan terlambat katanya diberi kompensasi keterlambatan tapi kenapa harus ada syarat minimal ? lebih besar agar bisa memakai voucher nya belanja apakah ini disebut kompensasi ?,3,netral
suka sama shope .banyak vocernya. tapi yg gk suka 1. kalo mau buka lemot gitu. lodingnya lumayan lama. tapi gk masalah sih..,1,negatif
"Pengiriman terkesan lambat dan diam ditempat,apakah SPX tidak itu bisa kerja atau EKSPRES sih?",1,negatif
"shopee, plis iklan kamu banyak banget. masa lagi liat apk lain atau lagi nonton tbtb bgt gak ke pencet malah tbtb masuk ke Shope",3,netral
"saya sangat tidak puas dengan aplikasi shopee ini. karna waktu upload vidio affiliate vidionya, stuck mungkin cuma itu kekurangannya, yg sangat perlu di update secepat mungkin, sekian trima kasih",3,netral
"membantu sangat untuk berbelanja,terimakasih shopee👍",5,positif
tolong pihak shopee menindak sebenarnya permasalahan di bagian expedisinya lanjuti bagus belanja di shopee sesuai dengan yang di jual belikan cuma semenjak ganti expedisi estimasinya suka terlambat jauh dari yang sudah di jadwalkan mohon di tindak lanjuti perihal masalah di bagian expedisinya,3,netral
"saya heran deh, kenapa dari dulu aplikasi Shopee itu berat banget di HP? 5 ini sebenarnya untuk tes performa HP berkedok shopping kah? aplikasinya sih bagus untuk keperluan belanja, tapi saya dari juga gak bisa memberi bintang aplikasi karena berat.",3,netral
goooooooooddddd,5,positif
aplikasi ini makin bagus kalau ekspedisi SiCepat dihilangkan dari shoppe.,3,netral
"pengirimannya kacau. bagusan dulu waktu ekspedisi pake JNT dan JNE. pake SPX parah. pengiriman buat lebaran tahun ini kacau. estimasinya diundur trus. nnti klo sudah bagus di pengirimannya, baru update lg penilaiannya",1,negatif
bagus sih tapi nomor sebell sudah ku pake gk bisa di pake lagi Yang,3,netral
"untuk aplikasi nya sih baik-baik aja, saya juga sering belanja di Shopee, TAPI KNP SIH IKLANNYA NYEBELIN BANGET??? udah paling lama, sering masuk ke aplikasinya sendiri walaupun kita ngga mencet, 🙏🏻 aku udah nahan buat ngga komentar kaya gini tapi lama kelamaan ganggu, apalagi yang mencet sendiri, jadi mohon buat pihak yang bertanggung jawab untuk menyelesaikan masalah tsb jujur",3,netral
tiga bintang aja dulu min,3,netral
bikin emosi ...ngeleg Mulu ..setiap mau masuk .. lagi. padahal dah daftar daftar,3,netral
"pihak shope shope, ini kenapa perangkat hp saya di banned jadi gak bisa buka tolong tolong solusinya",3,netral
saya mau pesan barang tapi kata nya versi kan no wa udah ku samain no nya masih aj engak mau shopee ngelek emang burik,1,negatif
Aplikasi sekarang sering susah digunakan.,3,netral
"tolong dong ini gimana aplikasi nya, gabisa buat cod untuk barang lagi, soalnya lebih mudah trus lebih sering belanja pakai respon cod tapi knp gk bisa lagi tolong di perbaiki lagi,aku kasih bintang 3 dulu entar klok udh bisa metode cod nya Bru aku kasih bintang 5.. tolong di metode ya segera ...",3,netral
sangat membntu sekali aplikasi ini jos lah say suka,5,positif
sangat puas belanja 👍👍 shopee live di,5,positif
"asli kecewa sering sering pesanan tiba saat lewat estimasi ,kurirnya menjengkelkan ,menghambat pekerjaan harus menunggu kurir tiba",1,negatif
"nyesel gua gabung jadi seler shope, gila dana COD cair nya lama bener, jujur penjualan gak jadi ngabntu banget sih, tapi gak relatif banget uang cair sampe 2 hari belum cair juga..bagi sy yang baru merintis usaha kecil-kecilan gimana cara nya bisa puter buat modal lagi.. menurut sy 1x24 jam setelah pesanan di Terima it's oke lah ya dana baru cair, loh ini sampai 2 hari dana belum juga bisa di tarik ke rekening.. ampunnnn dah shopay, online lagi-lagi dech jualan online di shopay. payahhhhhhh",1,negatif
Shopee sangat membantu saya untuk memenuhi beberapa kebutuhan pribadi saya.,5,positif
saya pengguna setia shope tapi sayang penanganan pengembalian dananya menurut saya sangat buruk dan lambat padahal kalo ada kesalahan kirim dari pihak shope proses cepat ga sampai berhari hari.. eh giliran kurir shopenya yang salah kirim lama banget padahal udh lewat dari waktu yang di tentuin ampun dah alasannya banyak banget.. udah gitu di lempar ke forum diskusi ga ada tanggapan sama sekali.. tanya ke cuma di suruh nunggu ga jelas,1,negatif
hallo admin shopee ini kok sayaa tidak bisa buka aplikasi shopee nyaa iya padahal saya pake wifi jaringan aman saya coba di hp lain malah lancar tapi 🙏 akun saya tidak bisaa di gunakan kenapa,3,netral
Sangat membantu mempermudah berbelanja.,5,positif
"udah yang filter cod, tapi yang muncul kebanyakan toko pake gk bisa pake cod",3,netral
kebanyakan iklan sering kena troll aku,2,negatif
aplikasi ini suda mulai RAKUS seperti telkomsel,1,negatif
"Diversi update yang terbaru kenapa fitur filter mengelompokkan ukuran dan warna dihilangkan, padahal sangat membantu dalam pencarian barang. tolong kembalikan fitur filter",3,netral
"Branded, Shopee Ini Branded, As For Me At Least, Itu Yang Bikin Saya Setia Pake Shopee, As My Trusted Marketplace..",5,positif
belum coba,1,negatif
gak jelas tiba² keluar aplikasi,1,negatif
"kecewa karena paketnya stuk sampe 1 Minggu di Kosambi DC gak di proses"" gimana sih sekarang shopee jadi kurang percaya lg kalau mau pesan karena pengirimanya",1,negatif
"mau pengiriman reguler ongkir nya mahal kalo yg hemat datangnya sumpah lama ekspedisi bahkan tidak sesuai estimasi,tolong kembalikan banget yg dulu",3,netral
"shopee aplikasi yang bagus. tapi game yang ada di Shopee sangat sekali recommendasi. tidak lagi, sangat tidak rekomendasi!",3,netral
tiba tiba ke sendiri batal gk jelas,3,netral
"pembayaran saya tidak checkout,utk belanjaan yang saya pilih malah disuruh knpa mitra",3,netral
aplikasinya sih lumayan bagus cuma masalahnya adalah kurirnya yang mengantarkan paket terlalu lama sampai ke tujuan,2,negatif
admin nya sangat berat dan besaarr . ditambah biaya mahal yg sangat iklan membuat jualan dr Minggu ke Minggu tak ada untungnya,1,negatif
Good luck ya,5,positif
"semenjak spaylater nongol2 di halaman pas mau chek out males banget lanjut CO jd ga ada diskon sama sekali 😭 ilangin aja sih spaylater bgtuan,ga mau pake juga ada kok makin ngeribetin",2,negatif
jossjiss,5,positif
Aplikasi Pembelian Online paling amanah dan terpercaya sejauh ini,5,positif
"Aplikasi nya lelet terutama di pengantaran paket harusnya udh diterima hr ini tp diundur terus, barang mau dibutuhkan cepat pengantaran ny lama banget 😒",2,negatif
"AYO SHOPEE X PENGIRIMAN J&T LAGIIII, aku pegguna lama dari 2017an dari dulu selalu suka pakai J&T karna misal jakarta-semarang cuma 3hr aja, sedangkan 1thn an ini shopee udah gak bisa pakai J&T, jasa kirim yg disediakan (SPX dan hemat) SUPER LUAAAMAAA!!! contohnya ini sekarang paketku beli dari Tasikmalaya-Semarang seminggu lebih belum datang padahal gak PO (masih stuck diperjalanan) sampai muncul klaim voucher 10rb garansi tiba. Harusnya tgl 23 feb estimasi tiba bahkan sekarang udah tgl 26 :(",1,negatif
"sampai disini shope 10 jelek pelayanannya,terutama kurirnya shopee xpres ( SPX )deng seenaknya merubah jangka pengiriman barang misal wstimasi tiba tgl 2 mundur ke tgl 3 trus mundur lg ke tgl 4,prises pengiriman barangv uga super lambat,biasanya paling lama 6 hari,skarang sering diatas makin hari baru tiba,itupun jika minta bantuan CS Shopee,tolong beri terguran keras ke SPX nya,trimakasih",3,netral
kenapa sekarang shope ngak bisa COD lagi di daerah Kalteng pdahal menurut aku blanja online di shopee di paling enak agak kecewa sih sama apk shopee sekarang kenapa COD hrus di tiadakan di shopee 🙄kalw bisa balikin lagi COD tu shopee,3,netral
"Pesanan di gudang 4 hari tidak bergerak, dan endingnya diputuskan sepihak akan dikembalikan ke seller. Tidak ada penjelasan hasil investigasi kenapa barang tidak bergerak, tidak ada permintaan persetujuan untuk pengembalian dan dipaksa menerima keputusan ekspedisi.",1,negatif
"mending beli lewat Tokopedia w beli di sini pengiriman barang lama barang di bawa kabur kurir 3× minta solusi dari CS ga ada kemajuan udah di tunggu barang 1 Minggu cuman sia""",1,negatif
"tolong kepada pihak shope di adakan kontak kurir yng sedang di tugaskan mengantarkan paket di aplikasi, agar kita thu paket dengan kurir nya ada dimana, karena sering sekali ada notif paket sedang dalam perjalanan pagi tapi sampe malam gak sampe sampe bahkan tiba tiba notif paket batal di kirimkan, padahal sudah menunggu sedari pagi, tahu kemana2, juga ter tunda karena nunggu paket, makanya kontak kurir di aplikasi di butuhkan biar kita mau situasinya seperti apa TERIMAKASIH",4,positif
tiba tiba ke batal sendiri jelas gk,3,netral
keperluan bermanfaat dan membantu sangat sehari hari,5,positif
"aplikasi belanja yang oke, fiturnya banyak pilihan,barang yg di tampilkan juga sesuai, pokok nya rekomendasi banget buat yg suka belanja tapi malas ke pasar",5,positif
"Tolong dong loading² anget update menunya dirapikan, skrg setiap buka shopee hp langsung dan seperti ada lonjakan traffic yang tinggi",3,netral
"Pelayanan Yang Begitu Lama, Perubahan Estimasi Yang Terjadi sampai 5 kali. penyortiran d satu tempat memakan waktu sampai 1 Minggu. pelayanan yang cukup buruk",1,negatif
"Selalu muncul notifikasi soal pemesanan paket lah, posisi paket lah, dll yang berhubungan soal paket. EH MONYET, GUA GA PESEN PAKET APAPUN YA, BAHKAN KETIKA GUA PENCET NOTIFIKASI SOAL PAKET INI DAN MASUK KE APLIKASI NYA, GA MUNCUL APAPUN SOAL PAKET INI, UDAH CEK KERANJANG ATAU PESANAN KALI AJA GW KEPENCET. TAPI EMANG GA ADA APA APA MONYET!!!! NYEBELIN BANGET SIHH!!!!",1,negatif
sangat memuaskan pelayanan dr shoope,5,positif
sangat baik barang sesuai harga,4,positif
mantap lumayan puas,5,positif
"lagi urgent beli etoll pendingnya lama, akhirnya isi langsung di pintu toll, sampai 1 hari masih pending, sudah mengajukan pengembalian dana, prosesnya 1 hari, setelah 1 hari baru ada keputusan pengembalian dana ditolak, akhirnya gak tau saldo etoll masuk apa enggak, karena sudah dikembalikan kepada yang punya?! rugi 50 rebu dah payah, gak lagi² isi etoll lewat shopee",1,negatif
sangan hagus sekali,5,positif
bagus sih tapi nomor Yang sudah lagi pake gk bisa di pake ku sebell,3,netral
"awalnya saga sangat syuka blnja d Shopee hanya krna saya retur barang sekali pas gc bisa menggunakan sistem COD, apa""an ini,. pdhal sya sdh konfirmasi pda pihak toko ktx gpp., malah trjdi sprti ini, saya smpek ganti akun hnya krna ingin sistem COD sya balik lagi malah tdk bsa d gunakan kmbli,. jujur saya betul"" kecewa 😣😣",1,negatif
"tolong pihak shopee di perhatikan dalam memilih kariwan kurir.soalnya barang saya di rincian tanggal 18 feb,2026 sampai sekarang belum di antar dan kata kurir nya saya membatalkan barang tersebut padahal saya tidak merasa di wa sama sekalih tapi di rincian tertulis kabari.dan saya sudah di bahwa katanya sudah mau di antar kembali tapi sama saja tidak ada tanggapan sama sekali dari pihak spx dan shopee",1,negatif
"yang aplikasi yang bagus. tapi game shopee ada di Shopee sangat tidak recommendasi. sekali lagi, sangat tidak rekomendasi!",3,netral
"semakin shopee sekarang tidak seperti dulu, Pengiriman lama semakin bikin kecewa tidak bisa memilih pengiriman sendiri... Kita kan cust ingin memilih pengiriman sendiri.... Gak kayak dulu shopeee ratingnya mengecewakan....",3,netral
"kecewa sama pihak shope+SPX express beli paket malah stuck dari tanggal 27 februari 2026,udah minta bantuan juga ga ada perkembangan,paket cuma disitu situ ga gerak,malah disuruh nunggu lagi 4 hari,mau batalin pesanan juga ga bisa dipersulit,intinya kecewa berattt.",1,negatif
knp g bsa cod food,3,netral
pas jelas banget shopee pas iklan nya selesai kagak saya main game itu gamenya keluar sendiri tiba tiba terus disuruh download shopee,1,negatif
"FITUR PENCARIANNYA BENERIN DEH, ORANG NGETIK NYARI APA YANG KELUARNYA APA, GA NYAMBUNG",1,negatif
"sat set belanja di shopee, dan sangat memuaskan",5,positif
waktu mau membeli makanan suka tidak bisa di bayar atau ngestak di nomer baru pdhl saya bsa ngisi nomer nya tetapi tetap tdak sdh,1,negatif
akhir² ini pengiriman shopee sangat lama khuwatir pesan barang dari luar negri. saya kayak pesanan lama di perjalanan akan rusak darluwarsa patah pecah dan dll,3,netral
untuk shope sya komentar sikit kenapa saya tidak 24 bayar ditempat saya telat sikit ngambil dah d retur sama kurirnya kadang d sini tidak semua tempat ada jaringan nya blom juga Sampai bisa jam dah d return sebenarnya saya suka dengan aplikasi ini untuk shope tolong kembali akun saya untuk bisa bayar d tempat,3,netral
belanja online terpercaya ya disini..shopee is the Best,5,positif
"lama lu pengirimannya ,Yg jualan SMA Kurir G Niat Kerja ,sya bgini bknnya apa apa ada keperluan Jdi Beli D shope Kn biasanya pengiriman 2.smpai 3 hari ,Itu Yg D indonesia BKN d luar negri ,Mau Beli D toko Jga barangnya tkut bentrok SMA.paket Jdi serba slh ,Tlng Pengirimannya Di percepat ,KLO kurir kecelakaan Sruh arwah nya yg anter G ush manja",1,negatif
Sagat baik,5,positif
Terlalu AI jawabanya blm kebanyakan sellernya dan baca,3,netral
"kecewa, aku waktu beli barang awal awal masih bagus gitu sesuai sama yang di foto, tapi ini aku beli barang 3 kali dan semua nya gak sesuai sama yang di pesen, salah satunya waktu aku pesen chusion g2g yang Dateng terigu dibungkus wadah kecil gitu!.",3,netral
sangat membantu di saat kantong tipis bisa sangat katakan di puas adanya shopee,5,positif
"saran untuk pihak shopee untuk nambahin fitur pengguna sekitar kayak michat 🙏 biar yang awam nggak bosen. saya kira awalnya ada, ternyata gaada terpaksa saya uninstal.",1,negatif
untuk shope sya Sampai sikit kenapa saya tidak bisa bayar ditempat saya telat sikit ngambil dah d retur sama kurirnya kadang d sini tidak semua tempat ada jaringan nya blom juga komentar 24 jam dah d return sebenarnya saya suka dengan aplikasi ini untuk shope tolong kembali akun saya untuk bisa bayar d tempat,3,netral
"ok bnget,puasss",5,positif
aplikasi tolollll,1,negatif
kejam sekali dan manusiawi,1,negatif
suka ngebug kalo di pencarian atau tempat lain ketika mengetik. Tiba-tiba lompat ke page pencarian iphone padahal sedang mencara produk lain,1,negatif
"bagi yg menggunakan fitur Spinjam pengguna lama , skrg shopee udh gajelas system nya , udh dari bulan-bulan kemarin gk di acc acc , alsan cs selalu sama tapi gk ada perubhan sekiranya pnyedia dana yg kerja sama dengan shopee gk mampu meyediakan mendingan putus kontrak , alsan pngecekan data mulu. pembyran gk pernah telat tapi di tolak terus , rugi bagi yg byar tepat waktu !!! bagi PT lentera , penyedia dana mending gk ush kerja sama kalo system anda gajelas ,",1,negatif
rusak baru aja pesanan pertama terus terusan di batalin pihak shopee + ada tulisan aktivitas tidak wajar apa cba baru pertama pesan malah kaya batasi rusak dan sekarang malah akun saya di gitu apa cba mana masih ada saldo nya,3,netral
"terima kasih atas layanan dari shoppe karna saya tidak sengaja berlangganan di apk dan paylater saya di sedot begitu saja, alhamdulillah dengan laporan terbukti shoppe telah membantu saya atas transaksi ketidak tahuan saya🙏🙏🙏",5,positif
privasi kebijakan persyaratan layanan jenis laporan diprakarsai penggunaan,5,positif
"sekarang shopee lemot sekali pengirimannya tidak mau lebaran pun lemotttt , tidak seperti duluu cepat pengirimannya semenjak punya expedisi sendiri maaf ya aku kasih ulasan 3 bintang , apikasinya juga kadang lemott........",3,netral
Senang sekali bisa belanja trus pengirimanya shopee di jgk cepat,5,positif
"aplikasi terlalu berat,untuk buka Shopee 15 menit aja hp langsung panas,buat scroll barang juga lag banget",2,negatif
pengin mudah lebih sesuatu,5,positif
"sangattt kerennnn ,baik ka",5,positif
"saya sangat kecewa kepada pihak shope akan 2 pesanan ku kronologi) Pesanan 1: Lacak aplikasi menunjukkan sudah masuk wilayah saya, tapi setelah 3 hari stuck, saya menemukan paket masih di Makassar dan akhirnya dinyatakan hilang oleh Shopee. Informasi lacak tidak akurat membuat saya salah harap. Pesanan 2: Saya sudah ajukan laporan agar diperhatikan ekstra, tapi tetap stuck 4 hari dan dinyatakan tidak bisa diteruskan. hari, menunggu total 11-12 Saya tapi tidak satupun paket sampai.",1,negatif
cepat sampai uangnya,5,positif
"GILAAAA, pengiriman nya lambat skli. tidak ada solusi kah buat mengatasi ny? cape skli pesennya ga datang datang, bisa lumutan ni. nyesel nunggu disini kalau lambat begini.",1,negatif
waktu nya cepat dan tepat pengiriman,5,positif
"terbantu gw Dulu dan suka belanja di shopee, tp akhir2 ini ribet banget asli parah",3,netral
apk ga guna👎,1,negatif
"bagus si bgus KURANG setiap iklan diapk CC kepencet shoppe melulu mn kadang tiba² ada di shoppe , ga dimn mn iklan shoppe mlulu GANGGU BANGET tapi KURANGIN IKLAN LU GANGGU",3,netral
TEMP*K,5,positif
Untuk pihak shopee tolong tindak tegas terhadap kurir kalian (spx) yang suka retur paket tanpa sepengetahuan pelanggan. saya benar benar kecewa sampai tidak bisa cod selama 2bulan. (title gold),3,netral
"untuk belanja online sih bagus tapi pliss kurangin dong iklan dimana"" masa bukak apk 1 nanti tb"" bukak apk shopee sendiri nonton di apk 2 tb"" jg otomatis bukak shopee pliss bikin pengen uninstall kadang""",3,netral
"ui jelek dan gak smooth, dan gak rapi, cuman kirim 2 pesan aja ke seller lansung terindikasi spam, akibatnya keluhan user/konsumen selalu gak bisa disampaikan dengan baik karena pesan yg gak terkirim.",1,negatif
pengiriman barang nya ngaret pilih kurir yg lebih gesit lh🙄 lama bgt masa dtg' udh mw 1 minggu edan,3,netral
pengiriman lambat gak bisa dipercepat,1,negatif
cukub memuaskan pembeli,5,positif
sekarang Shoppe pengirimannya jadi lama jadi maaf kasih bintang 3 dulu yah,3,netral
"saya merasa puas dengan belanja membantu,semoga shopee sangat di berkah selalu,aamiin",5,positif
keren dan produk nya anti gagal dan murah meriah,5,positif
sangat membantu kita salam berbelanjanya.. pokok bagus.. barang kalau ada barang yg tidk sesuai bisa di retur.. pokok lebih enak belanja di shopee,5,positif
ga. sayang cod buruk barang lambat sampe udh sebulan ga sampe,1,negatif
"aplikasiii gak bergunas mengatasii sajaaa sangat lemoott berhari harii saraann masalahh jangan instal apk ini, mending pakai platform lainn yg lebih flexiblee mengatasi masalah jg cepatt gak kaya shopee lemoott tim"" gak profesional mengatasi masalah saja berhari"" tapi hasill tetap zonnkk ati"" sama apk ini",1,negatif
pengiriman nya dong tolong,2,negatif
cari toko yg amanah Krn kalau beli!!🙏🙏 amanah yg d rugikan pembeli dan kebanyakan pembeli tu GK mau ribet ngurus pengembalian barang yg SDH d gak,3,netral
"Saya ulang,,padahal upgrade tidak bisa dengan Alasan data diri sudah ada di akun lain,,sudah saya ajukan untuk pelepasan tapi jawaban nya itu terus diulang Mau sidah dijelaskan akun lama saya sudah saya hapus dan tidak bisa login tetap jawaban nya sama dan penyelesaian juga langsung dibuat kasus selesai padahal belum saya jawab makin buruk aja sekarang pelayanan nya",1,negatif
"Baru kali ini order dishopee kurir tidak mau antar sampai alamat,mohon kedepannya bisa jadi pelajaran untuk kurir agar bisa mengantar orderan customer sampai alamat yang tertera. Masa gara gara jalan yang agak rusak dan agak masuk kedalam kurir tidak mau mengantar, padahal kemarin sempet order lewat tiktok kurirnya mau mengantar sampai alamat yang tertera. mohon ditingkatkan boskuu",1,negatif
pengiriman lambat tanpa ada kejelasan dan semaunya sendiri tidak bisa memberi solusi cepat,1,negatif
"ok, banyak toko yg mengirim barang kondisi rusak... bintang 1 aj .. bunga. gede spinjam jangan mau pake.... parah",1,negatif
good job👍,5,positif
oke sip,3,netral
sekarang paket telat kalok kirim sering,3,netral
belanja d shopee sekarang banyak barang palsu yg jualan nya banyak yg bohong mulai dari pakaiyan sama kosmetik sayah udah jadi korban y,3,netral
"ini shopee kalo bisa di kasi bintang kecil udah gua kasihh!! kebagusan kalo di kasi bintang 1, udahmah pelayanan buruk, cod tiba2 hilang, akun ga salah apa apa tiba tiba di banned! cuihh",1,negatif
kenapa agak pengiriman ya lama,3,netral
ganggu banget iklannya,3,netral
shopee semakin lama semakin parah !!,1,negatif
"aplikasi sampah pesen barang gak gak sampe"" udh buat laporan tapi tapi di gubris"" bukannya makin bagus pelayanan nya malah makin sampah",1,negatif
suda ini aplikasi mulai RAKUS seperti telkomsel,1,negatif
pengiriman Mulu terlambat parah,4,positif
"nya ganti no hp lama soal mau udah gak aktif, tapi verifikasi gagal mulu",1,negatif
masih banyak penipu apk di,3,netral
aplikasi nya bagus polllllll,5,positif
"pengiriman lama, tiba estimasi seringnya mundur",3,netral
maaf ya ko sekarang aku kalau pesen barang nggak bisa cod ya jadi nggak bisa pesen barang sekarang.padahal aku sering pesen dishopee udah banyak yg aku pesen.wajarlah kalau barang nggak sesuai aku nggak dikurir.kalau sesuai juga aku kembaliin bakalan dikembaliin dikurir,3,netral
"tiba tiba gabisa klaim koin nego neko gabisa kecewa padhal dapet lumayan , di lanjut chat , tiba² udah gaberlaku aja",1,negatif
