text,true_label,pred_label
"harganya murah murah ongkir nya gratis juga,tapi saya setiap kecewa pesan datangnya pasti lamaa☹️",1,1
min gmna nih tanggapan Mimin 5847 driver shoppe yg nabrak mobil di Bondongan Bogor plat F tentang AAO,1,1
makasih aplikasi sangat membantu untuk berbelanja dari rumah,2,2
"bagus untuk berbelanja, sangat mudah dan bnyak diskon gratis ongkir, tapi tolong untuk kurir no chat klo mau smpe, dan adain kontak kurir pas dia kirim barang, spy klo ada kendala atau lagi g di rmh bisa tanya siapa yg nerima. saya pesen paket hp, di apk sudah di trima tpi gda chat ke saya dan saya lgi kerja jdi brg bkn diterima oleh saya, mau chat kurir jg bingung gbsa nanya gda no hp kurirnya yg tersedia. tolong dong shoope wajibkan setiap kurir shoppee untuk cht cust! / cantumkan untuk kurir.",1,1
"dulu suka banget belanja di Shopee, sekarang udah nggk, masa pesanan ngg sesuai dan Shopee toko di kurang, udah ngg amanah lagi, nama tokonya tokeshopi, yang jualan nano tisu, kapok belanja si Shopee",0,0
keamanan bagus sangat dan membantu dgn kebutuhan,2,2
Tokopedia lebih gk gratis ongkirnya banyak usah nunggu voucher,2,1
"kenapa di shopee aku payletter tidak bisa dibuka? padahal mau di bayar, bikin telat aja. ud 2 hari nggak bisa d buka. bikin kena denda aja!!",1,1
"semakin di persulit dengan kebijakan verifikasi KTP.identitas bersifat pribadi....tidak sembarang ada ke aplikasi,saya tidak pernah mengajukan pinjaman,kenapa harus masuk verifikasi KTP.kebijakan berbahaya.bisa di salahgunakan bebas mengambil scan KTP orang lain.",1,1
"Sangat aman dan bagus,,hanya saja terkadang ada penipu saja yg tega jualan di situ,,,selebihnya bagus semua",2,2
"Jasa terllu nya pengirim lama,trllu lama memakan waktu,kdng stngah bln bru smpai,kdng lebih",1,1
baik bgt,2,2
Shopee tambah buruk...pengiriman skr...pelayanan makin kacau makin lama dan sangat lambat...padahal masih sama² Jabodetabek tapi bisa sampe 1 minggu lebih sampenya...kacau balau Shopee...,1,1
Iklannya ganggu,0,0
"produk bagus bagus tapi pengiriman lama kek ga di pengiriman anj, urus ketunda mulu, jujur mending TIK TOK SHOP",0,0
"tolong aplikasinya diperbaiki, soalnya saat mau kembali eh halaman sebelumnya di dalam toko. ke malah kembali ke halaman utama shopeenya. Yang terjadi harus nyari2 toko yang di tuju lagi. segera diperbaiki",1,1
"aman dan nyaman berbelanja di shopee,banyak promo dan selalu gratis ongkir, terimakasih shopee seller dan mas kurir",2,2
"baguss bgt si,ngebantu bgt dalam membeli barang,banya potongan harga juga,terutama bagi pengguna baru",2,2
"banyak iklan video gak jelas , lemot juga",0,0
makin gak jelas,0,0
shopee food nya mahal ga sesuai sama yang kita beli tempat nya langsung mending di grap aja dah jangan di shopee,0,0
"kta'y ad spaylater & spinjam..tp gx bisa d gunakn, bner2 payah 😣 trus tiba2 gx bisa pke COD lg...pdahal sya mh gx prnah nolak pket yg ad pesanan sya sering gx nyampe..berarti kesalahan dri expedisi'y bkn dri sya'y...aneh bnget nih shopee 😡 bkin kesel aj.",1,1
"ngelek, kaga bisa dipencet. perbaikin yang bener kocak",0,0
sangat ini utk login ataupun download ke aplkasi shopee saat tidak mudah....,1,1
"setelah update banyak bug. saya pesan token PLN namun sudah 2 jam pesanan masih Dalam Proses. dan untuk kode tokennya tidak muncul-muncul. padahal urgen, token listrik saya abis. saya sudah tanya ke Customer service shopee jawabannya kurang memuaskan.",1,1
langganan mantap,2,2
makin kesini makin lambat pengirimannya .. padahal udah tiba di transit terakhir dini hari atau malam hari dikira paginya mau di kirim ternyata besoknya dulu di kirim. bagusan baru waktu sama jnt tepat waktu dan cepat,1,1
akhir² ini expedisi nya selalu lambat,0,0
"Sekarang bawa Shopee bawa kayak bawa Uang tunai kemana mana,, menurutku Shopee Pay adalah Uang Elektronik terbaik sejauh ini, karena mau bayar apapun dan mau transfer ke rekening Bank enggak ada biaya Admin. Semoga semakin dikembangkan lagi agar nanti jadi serasa emang Pay Uang Tunai sungguhan.",2,2
mantap men,2,2
"please improve the delivery service! edit : masih gaada kemajuan, tolong lah tambahkan nomor kurirnya. biar ga sulit dihubungi apalagi saat pakai jasa pelayanan spx. PAKET DITUNDA DENGAN ALASAN INI ITU, DI BALIKIN SEENAKNUA!",0,0
murah nya bulan pada,1,1
dlm aman sangat pengemasan,1,1
setelah upgrade ko pusat bantuan cuma blank putih,1,1
kenapa jadi di updet malah setelh lelet,1,1
mantap lumayan puas,2,2
"puas sih belanja di shopee, meskipun banyak penjual yg nakal, main cancel orderan ke pelanggan. shopee ditindak dong penjual yang kayak gitu.",2,2
"paket paket nge stuck, makin lama pengiriman barangnya makin lambat. sering bahkan bisa nge stuck seminggu",1,1
"males ah, sekarang setiap beli barang ga sesuai mulu",1,1
bagus sih tapi kok pesanan saya sekarang stuck 2 hari gak ada perkembangan,0,0
"tolong bgt kalo bisa di pakai on off ai aja, saya chat seller bener bener dijawab ai ga nyambung, terus pas udh dijawab sm ai sellernya ga bales, atau ga ai nya perbaiki lah",1,2
"Dulu gw terbantu dan suka akhir2 di shopee, tp belanja ini ribet banget asli parah",1,1
"bagus, jangan lemot dooooong, masih lemot aja nih, buat belanja ok, pesan makanan ok, cuma lemooot....",2,2
pengiriman tidak sesua terus,0,0
upload versi terbaru,2,0
"saya senang berbelanja dishopee tanpa harus keluar rumah panas panasan,tawar menawar,apalagi pas bgt harganya mau lebaran bisa belanja semua kebutuhan lebaran,,barangnya bagus bagus juga momenya lebih murah,ya kita harus bisa melilihnya ya jangan asal pesan aja,,trimakasih",2,2
jangan pakai shoope untuk belnja krna pakai apss sbelah aja lebih lancar gak delay kaya shoope,2,2
sangat nya pengiriman lambat,1,1
"so far helpfull bgt buat belanja, tapi bikin abis cepet duit wkkkkk",2,2
sayangnya gabisa bayar pake dana,1,1
"Saya suka aplikasi ini, namun sejak ada biaya subtotal ukuran khusus tarifnya malah lebih mahal dari harga barang. padahal ongkir kargonya ga nyampe 10rb, tapo subtotal ukuran khusus 150rb.",0,0
susah upload video,1,1
"tidak tegas,masak di shope bisa ada orng nipu jual tv rusak,tapi dari pihak shope nya lelet buat tanganinya🤬",0,0
"It's good fery2 good ,kaya kue tok wis lah keren bingit",2,2
"Sangat simpel, semua kebutuhan ada di sini,udh 3 THN tpi Limit gak pernah naik, pembayaran selalu tepat waktu.perbaharui info pribadi sudah, kurang nya apa",2,2
Tarif tidak rasional,0,0
klo lg perlu dowload hbis belanja hapus. kebanyakan notifikasi.,1,0
"Bagaimana mengetahui toko tersebut adalah pemilik barang, dropshipper atau reseller? Ketika chat seller mengatakan dikirim dari kota yg sama. Sangat panik ketika membeli karena urgent dengan memilih kota yg sama, ternyata setelah statusnya dikirim terlacak dari luar kota.",1,1
"Tolong ya klo ekspedisi nya bermasalah dan banyak pake komplain jangan di di lagi, udh byk paket ilang gara gara pake ekspedisi Anteraja",1,1
Semua barang bagus dan sesuai dengan keinginan,2,2
kurir nya aneh aneh,0,0
masih ada masalah tidak bisa memberikan solusi yang terbaik jika bagus jauh lebih bagus tokopedia,0,0
aplikasi bagus sangat membantu dalam berbelanja,2,2
aplikasinya bagus,1,1
iklan agak nya maksa,1,1
"Sudah berapa bulan spaylater di bekukan , sudah mengajukan tapi tidak ada respon dari pihak spaylater, aneh aja baru sekali telat bayar langsung kena bekukan",1,1
"Pengiriman lama,",0,0
untuk shope sya Sampai sikit kenapa saya tidak bisa bayar ditempat saya telat sikit ngambil dah d retur sama kurirnya kadang d sini tidak semua tempat ada jaringan nya blom juga komentar 24 jam dah d return sebenarnya saya suka dengan aplikasi ini untuk shope tolong kembali akun saya untuk bisa bayar d tempat,1,1
kurang sih kerna ada juga penipuan nya,2,1
Sanya saat puasa saat mengunakan aplikasi shopee ini,2,2
"saya sudah kecewa, malas belanja di shopee lagi,! cukup kali ini saja saya di kecewakan, bukan soal barang tapi shopee dengan seenak nya melakukan keputusan secara sepihak,!",0,0
"pengiriman lamaa buat kapok yg beli. uda lama ditungguin tau2 dibatalin. selama ekpedisi spx msh kayak gt kerjanya, yg ada lama2 yg beli kapok pke shope lagi diskon jg percuma klo nrg ga nyampe",0,0
sangatbagus,2,2
"Parah sekali, makin ke sni makin jelek ini game. trllu banyak iklan",0,0
shopee selalu setia,2,2
"aplikasinya bagus si, banyak yg gratis ongkir 🤣 suka bgt belanja dishoope 🥰 tapi untuk pembayaran kalo bisa tambahin dana😁",2,2
Biasanya belanja online lewat Shopee. Tapi akhir-akhir ini mengecewakan banget. Pesanan saya sering stuck yang akhirnya ngga sampai di tangan saya. Coba deh di dan lain.,1,1
sangat membantu berbelanja online,2,2
kadang nya bagus sih tapi aplikasi suka ngelag banget,1,1
very petrifying,1,1
berat bangt ni aplikasi kurang kurangin event ga jelas lah anj,0,0
"tambahin no kurirnya pls, jadi kalau cod pas kita' kya keluar bisa wa kurirnya uangnya taro mana, ga mau kemaren' jadi kucing'an sama kurirnya",1,1
karena akhir akhir ini harga barang lebih mahal,1,2
"flash sale itu akal akalan apa gimana, gua beli gak nyampe sedetik dah abis, flash sale 00.00 gua beli 00.00 selesai pembelian 00.01, gak dapet anjir akal akalan shopee doang ini mah",0,0
Alhamdulillah saya sangat puas dgn shoope lite ini,2,2
muncul iklan di sakura,0,0
"nya Mulu, tapi kuota paylaternya gak naik2 nih.., payah ah.. voucher belanja jg bohong..., kaga bisa dipake...",1,1
"Fitri, sangat bermanfaat",2,2
"sumpah shoope sekarang pengiriman klo biasa lamanya, saran gua luar belanja mau cepat pengiriman di tiktok aja guys.",0,0
kapan akun ku bisa COD,0,1
maaf bintang 1 aj..tidak recomen blanja disini.lama pengiriman..sangat mengecewakan.. estimasi pengiriman sdh tertera pas checkout ditunggu2 gg nyampe sampai hr H.dicek lg malah nambah atau beda lg estimasinya.. mengecewakan lahh.. gg lg..,2,0
asyik banget,2,2
belanja suka sangat shopee,2,2
aplikasi terpercaya,2,2
"kenapa sekarang, ada subtotal barang harus makin jelek ni",1,1
harusnya shoppe tu kalau ada kurir mau nganter paket dicantumin wa kurirnya dipengiriman pengantarnya jadi kita tau kurir mana yang mau dateng kerumah enggak harus nebak kurir mana gitu,2,0
"saya member platinum shopee jadi malas belanja dishopee karena kurir spx semakin belum biasa diterima 2 hari, sekarang 9 hari lama. sampai.",0,0
Karan GK bisa di doln,0,2
"tolong bgt ni, lu kalau ngasih iklan nih ye jangan di semua apk, nyusahin sumpah, gw juga make shoope jadi g usah kebanyakan iklan kalo saminggu 3 kali mah aman, mlh ini sehari 10 lebih woi!!! mikir, ini gw mau masuk web aja susah gara gara lu ngentod",0,0
skrg shopee food mahal. udah gk pernah pesan shopee food lgi,1,1
iklan mulu awalnya instal muncul2. muluakhirnya unsinstal,0,0
"bisa ga foto si el di ganti vino g bastian ,",0,0
tolong buat shopee ganti aja kurir yang selalu mempending pengiriman dan tidak mau di beri masukan oleh konsumen atau pembeli trims.,1,1
"iklan shope g ngotak, padahal ga ada mencet apa""",1,1
sukses selalu semoga kedepan nya shopee semakin di percaya,1,1
knp g bsa cod food,1,1
sangat memuaskan ..,2,2
bagus dan sekarang aku ga pernah kena tipu,2,2
"Saya kecewa dengan pengiriman lewat SPX, saya baik shopee sejang tahun 2017, tapi baru kali ini saya kecewa dengan pelayan dari karyawan SPX, tolong pergunakan jasa pengiriman yang lain, karna ada SPX pengiraman yang lain dinaikan harganya, otomatis pakai SPX, sedangkan SPX pelayanan buruk, jika seperti ini lebih paki pindah ke aplikasi sebelah🙏🏻",1,1
bisa membeli online dengan cepatt!!,2,0
sangat membantu dn oke,2,2
selalu yg terbaik,2,2
suka nonton liff,1,1
"mantap, cepat dan juga hemat",2,2
"ALAMAT SHOPEE FOOD JANGAN OTOMATIS KE LOKASI YG JAUH, OTOMATIS KE ALAMAT SESUAI YG KITA SIMPAN AJA",0,0
skarang shopee uda stengah layanannya. dlu3-4 hari bisa sampai kiriman. skarang harus mnunggu sampe jelek bulan. . kiriman lewat reguler mala pakai via laut. kan sangat tdk profesional. sya tdk belanja di aplikasi ini lagi.,0,0
shope paylater tidak bisa di perbaharui,0,0
respon cepat,2,2
"apalah ni oren lama banget pengiriman 4 hari sampe 6 hari dateng nya,terus kadang kadang di tunda sehari ribet ni toko oren ga kaya sebelah t*kt*k",1,0
kurir spx nya kaga jelas pesenan lama,0,0
"dikemas rapi tidak penyok, khasiat nya masih hrs diminum dulu, semoga bermanfaat bagi kesehatan tubuh",2,0
"kesel banget sama shopee sekarang, di pengiriman ada Subtotal pengiriman khusus, bagi kami yang di pelosok mah beli barang di online jadi harus bayar mahal kalau kita semua beli online itu mau murah, kalau Ongkir mahal masih bisa di maklumi tapi ini sudah tidak masuk akal, jadi sekarang padahal belanja barang mending di toko online yang lain daripada belanja di shope banyak aturannya",0,0
rafiardian,0,0
buka aja apk lama bgt parah shopee sekarang nih,1,1
"baru kali ini co kena tipu,, mana mau lebaran , kok bisa bisanya toko bodong masuk di sih kak, mana mau di balikin toko udah gk terdaftar 😭😭😭",0,2
"SEKARANG RESPON LAMBAT"" TOKONYA MAUPUN PENGIRIMAN",1,1
"pengantaran dan penjemputan paket tidak sesuai dengan banget untuk kurir, tidak manusiawi , setelah beres di Do malah dikurangin lagi jumlah pembayaran nya, sungguh tidak manusiawi upah",0,0
Olshop termurah dan rekomended. top the best pokoknya,2,2
"pengiriman udah stuck di hub 3 hari, tidak alamat. kirim kirim ke alamat, lapor cs malah suruh nunggu 4 hari kerja, astagaaaaa astagaaaa 3 item nisa bisa nya nyangkut 1 sampe seminggu yang lain aja udah sampai ke di respon cs cuma cak cek cak cek cak cek",0,0
di menyenangkan belanja sangat shopee,2,2
Sukses selalu dan jaya,2,2
"iklan shopee bertebaran dimana2 ya, agak mengganggu. lg buka google tiba2 masuk apk shopee.",2,0
"kak pake ganti spx saya punya pengalaman buruk dengan perusahaan itu, sudah proses lama, saya hubungi malah pesanan saya dicancel sepihak oleh SPX Purbalingga DC, saya kecewa sekali, saya sudah bayar lunas, barang jualan pula, pokoknya ganti jangan tolong spx.",1,1
"buat laporan udh 4 x tapi ga ada kelanjutan'a paket stuck di sukmajaya 4 hub dari tanggal 10 jam 5 subuh sampai saat ini ga sampai sampai keren SPX team checker dan sortir sama kepala gudang'a va kwrja, KAPOK PAKE SPX LAGI GA LAGI LAGI DAH SPX",0,0
"APLIKASI SERAKAH! Semua aspek pelayanan dia sikat tapi banyakan ga becusnya! CS nya kayak ngambil anak baru lulus sekolah, gak nyelesaiin masalah cuman buang-buang waktu! 3 paket gw ga ada yg nyampe pake SPX! Kalau kita yg telat jalanin kewajiban sebagai customer walau 1 hari aja konsekuensinya ga main-main & ga kompromi, tapi giliran dirugiin sebagai customer kyk gini cmn dpt permintaan maaf sama voucher 10rb perak kepake buat apaan!!?? MOVE TOKOPEDIA lebih PROFESIONAL!",0,0
"ga jadi bintang 5 karna shopee ga jelas masa paket antar kabupaten yang hanya menempuh waktu 6 jam ga sampai""sudah 3 hari lebih,tolonglah bagian pengiriman yang benar kerja nya!",0,0
kenapa akhir-akhir ini paket yang diterima cacat?,0,1
knp kemarin mesen makan di shopee pake kupon ntr dari nggak dapet driver hadeh,0,0
biasa saja,1,1
pelayanan bagus pedagang ramah ramah tapi sayang apk sebagus ini punya kurir yang ga becus komplain paket belum diterima udah diretur sama kurirnya cuma gara gara di masa paket ga pernah sampe di rumah benerin lagi tuh kurirnya,1,1
recommended buat belanja keperluan,2,2
lebih ditingkatkan lagi segalanya untuk menjadi yg terbaik,2,2
pesanan cocok dgn rata2,2,2
KURIR LAMBAT PENGANTARAN,0,0
"kadang tokonya barang kosong masih di tulis tersedia, nyebelin banget",1,1
Sejauh ini... Shopee yang terjauh,2,2
"tolong buat jeda 1 menit atau 30detik agar customer langsung cancel kalau ada kesalahan dalam pesanan, kalo cuma 5 detik baru muncul tombol cancel ga sampe sedetik udah hilang. berapa kali pesen di shopee food selalu gak bisa bisa cancel. beda sama apk hijau bisa di cancel. tolong perbaiki lagi.",1,1
saya suka saya suka,2,2
kenapa sekarang shope express harus dikasih jatah sehari sih biasa nya bisa besok diantar kenapa harus direturn duluan. padahal paket yang ditunggu-tunggu malah direturn gara2 saya gak ada dikost karena lagi dikampung itu ngabarin pagi saya TF dibrilink sore sekitaran jam 5 lebih mau siang saya TF di brilink gak bisa karena jarak rumah saya jauh bisanya sore karena saya harus jaga toko dulu please kasih keringanan lah direturn bisa dua hari jgn baru dikabari pagi sore nya udah direturn.,0,0
lu jangan sok asik dong tiba tiba muncul pas iklan maksudnya apa hah? meresahkan tau gak,0,0
shoope tempat jual beli yg terpercaya mantap,2,2
lumayan sih hbis promo nya tapi kok banyak di checkout ga bisa buat pesanan,1,1
"ini pertama kali shopee di belanja semoga puas, aku kasi 3 bintang dulu yaa, klu pesanan saya udah sampai baru kasi 5 bintang",1,1
mantap ..sukses,2,2
ini kenapa jalan saya pada gak pesanan dah?,0,0
shopee kayak kurang amanah sekarang masak barang yg saya kirim kebanyakan yg hilang klok hilang terus rugi saya,0,0
sangat mengecawakan...tidak bisa menyaring penjual yamg menipu dan tidak solusi memberi bisa buat pembeli....!!!,0,0
kelamaan kalo pesen instan/sameday gak dapet dapet gojeknya buat apalah,0,0
tolong ya kalau nyampekan pesan itu langsung pengirim nya bikin emosi ngomong sama sistem ni,2,0
"Lambat, tersendat di Tangerang DC Kosambi 4 hari blum di krim"" ke Kalimantan",0,0
"bisa ga sih gausa muncul iklan terus disetiap aplikasi ? itu sangat menggangu tau ga! iklan shopee ini sangat menghambat sekali pekerjaan saya dan memakan waktu banyak! maksa sekali iklan shopee ini, dari sekian banyak aplikasi belanja online, iklan shopee inilah yang paling sangat buruk, kenapa saya bilang sangat buruk? karena iklan nya sangat maksa! iklan shopee ini sangat merugikan saya! mohon kebijakan nya, saya sangat terganggu dengan adanya iklan ini, terimakasih!!!!",0,0
tambahkan metode pembayaran lewat qris dong atau qr biar ga ribet bayar nya .. masak harus pakai login jadi ribet harus login aplikasi mbanking. kalo pakai qr kan bisa langsung scan tanpa harus VA,1,1
enak brlanja di shopee murah..,2,2
belanja di shopee..... pokonya puas dan menyenangkan,2,2
Aplikasinya user friendly dan Pengembalian Dana Juga Cepat.,2,2
aplikasi setan dana sy hilang 600 rbuan krena system untk penarikan jelas g dananya,2,2
"gila shopee,bunga paylater nya besar kali,pada aku ngutan cuma ngak sampai 1 bln",0,1
burik jelek pesanan saya Dateng nya lama buat shoope di percepat lah paket sampe,0,0
APLIKASI YANG SANGAT JELEK DAN MENZOLIMI MANUSIA,0,0
Request tambahin fitur kolom pencarian dong di 'Keranjang Saya' untuk mencari produk yang tenggelam biar gk cape menggulir,2,2
mohon di lebih perbaiki lagi dalam pengiriman barang,1,1
jelek paket stuck seminggu lebih cs ga ada gunanya sama sekali bukannya ngasih solusi malah bales pakai ai terus,0,0
"aku vip jadi seneng belanja di shopee, padahal sebelumnya di sebelah, vipnya juga murah tp kada bug aplikasinya",2,1
shoope gak bagus di ekspedisi... sejak tinggal di Bali.... pesanan lamaaaa dan sering kembali ke penjual tanpa konfirmasi ke customer,1,0
"expedisi spx jelek banget. pengiriman sampai 10 hari lebih, jadi nyesel pake Shopee, cs pun tak dapat membantu",0,0
"sampai makin lama makin kacau pengirimannya, estimasi bisa shoppe berminggu-minggu.",0,0
aplikasinya bagus,1,1
belakangan ini saya tertipu penjual yang tidak amanah atau penipu mestinya pihak shoppee blacklist mereka biar yang mendapatkan tidak bertambah..,1,1
jangan download aplikasi ini kurirnya gak mau kirim tiba tiba barang di kembalikan ke toko,0,0
"Pesen sejak tgl 4,sampai sekarang tgl 13 gak datang.4 klu estimasi diubah sepihak oleh shopee,Hinga tak bisa ajukan pengbalian dana. Shopee anjir!!!",0,0
kenapa yang 30 hari di jadi in 28 hari hadeh,0,0
benar Apa yang Di katakan customer shopee waktu telfon aku jika punya dua akun maka wa ku gak bisa Di pakai Artinya dua Kemungkinan pengiriman spam Dari shopee Dan bisa jadi barang yang Jual Di shopee Ada spam nya,0,0
biaya codnya mahal amat,0,0
dulu 3-4hari dah sampai... sekarang terlalu banyak estimasi. dari tgl 28 februari -7maret.. ini aja masih disuruh estimasi 7maret-9maret,0,1
"ini shopee pengiriman instant parah banget ,biasanya cepat sampai dalam wkt 2 jam skrg lama banget bisa diendap 1 hari kedepan besoknya baru dipickup, tolong diperbaiki cara pickup nya ,yg instant diprioritaskan jgn sampai lambat protes konsumen pada sebab bahkan tidak sedikit minta cancel/batal gara2 paket gak dipikcup",0,0
kenapa setiap saya ingin memilih sesuatu kembali ke beranda dan kenapa untuk pembayarannya gak cod aja kenapa harus transfer bank tolong sistemnya di perbaiki lagi dan dicek secara teliti lagi,1,0
"eror kadang shopee ini.,nggak tau kenapa",1,1
bagus untuk mesan barang,2,2
sangat memudahkan,2,2
kenapa sekrang gk bisa bayar tempat di yah🤦🏻‍♀️,1,1
teralu memaksa,0,0
aplikasi terlalu berat,1,1
"pelayanan yg mantap, ketika ada penjual nakal saldo bisa dikembalikan, bintang 5 buat shopee",2,2
sayangnya bayar gabisa pake dana,1,1
shoope gak bagus di ekspedisi... sejak lamaaaa di Bali.... pesanan tinggal dan sering kembali ke penjual tanpa konfirmasi ke customer,1,0
"Sementara Entar saya kasih tiga dulu... karena akun saya yg sebelumnya gak bisa COD sekarang udah bisa. bintangnya saya kasi bintang full sama ulasan yg bagus, Tapi saya mau Amati dulu kuat berapa bulan bisa CODnya. dan fitur-fiturya memuaskan apa enggak.",1,1
sippppppp,2,2
"Bisa gak shope buat bunga cicilan kredit pake sytem spylater yg dari 2,95%/bulan jadi di bawah 1%/bulan aja, solnya kemahalan klo buat beli barang semacam hv,Tv,dll. masa kalah sama apk toko seblh yg bunga cicilannya bahkan ada yg 0%/bulannya..Klo bisi di setiap kreditan/cicilan yg menggunakan spylater harga barang 5jta ke atas di kasih bunga 0,3% aja min, mohon di pertimbangkan min, sipa tau dengan saran saya ini apk mimin bisa jadi tambah banyak peminat...jujur saya udh lama pake apk ini.",1,1
barangnya bagus2 mantap,2,2
wah mantap sangat elek 🗿,2,2
Sangat kecewa tidak puas.,0,0
"dimana"" belanja online sih bagus tapi pliss kurangin dong iklan untuk masa bukak apk 1 nanti tb"" bukak apk shopee sendiri nonton di apk 2 tb"" jg otomatis bukak shopee pliss bikin pengen uninstall kadang""",1,1
lumayan👍,2,2
"ga suka banget, mau ganti KTP tapi harus hapus permanen akun lama, coba lah diubah sistemnya dari dulu gitu terus jadi males",0,0
bgs tp gd filtur ny COD,1,1
"semua harus pisah apk,kaya mau transfer harus download shopepay lagi,kalo pake shopepod banyak kendala harus download pisah lagi ga di layanin komenan customer harus download ini itu RIBET.",0,0
"dll Shopee tetep bisa menjaga kenyamanan dan keamanan customer,.. termasuk dlm hal return barang & pengembalian dana... Shopee sangat Respect .. Di tambah ada nya variasi model cara belanja via cicilan, Alhamdulillah... nya. Customer semakin di manjakan dlm kemudahan dlm berbelanja online. Semoga tetep Is The Best.. 👍👍👍",2,2
sangat membantu 👍,2,2
sangat membantu belanja dalam segala macam kebutuhan 👍👍👍,2,2
makin tidak jelas untuk isi pembayaran saldo sebab harus memakai OTP,1,1
semua harus pisah apk kaya mau transfer harus download shopepay lagi kalo pake shopepod banyak kendala harus download pisah lagi ga di layanin komenan customer harus download ini itu ribet,0,0
"tidak layak di pkai dan di gunakn apliksi brang tidak membntu akun bodong bnyak penjuaal nya, saya beli ini, harga 3juta datang nya lain pihak shopee tidak tnggung jwab sma sekli kebnyakan akun bidong,",0,0
bagus ini aplikasi banget,2,2
BANYAK DRIVER YANG SUDAH BERKerja Bertahun Tahun Tidak Dpt BHR... SEDANGKAN YG BARU KERJA 4 BULAN DAN SEMINGGU MALAH DPT BHR 150RB. TOLONG DI PERBAIKI SISTEM BHR NYA program Ramadhan juga Hoak di notif ongkir 12rb pada kenyataanya di lapangan kami driver tetap dpt 8rb . padahal masih di jam yg sudah di tentukan oleh pihak shopee,0,0
Nyari barang sudah pasti aman di shoope,2,2
loba teing te mb Alus,0,0
"saya tidak pernah menolak pesanan di shopee tapi kenapa kurir mengirim bukti penolakan barang,buat pihak Shopee tolong di perhatikan kurirnya,kami pembeli merasa di rugikan karena barang yg kami pesan tidak sampai ke tangan kami",1,1
saya kurangin. karena SPX pengiriman shopee lama. terutama saat SPXny SPX. bukan kurir. tapi dari pihak pakai,1,1
shoppe godd no 1...,2,2
"ini aplikasi mau nya apa kali, akun gua udah pribadi wajah dan data verifikasi masa iya harus verifikasi lagi aneh banget",0,0
lama banget baru sampai trus kita chat tokonya juga gak di balas,1,1
jelekkk 💢💢💢💢💢,0,0
sangat membantu keluar kita tidak perlu sekali belanja tinggal cek out,2,2
"buruk, barang diterima sangat lama dan tidak sesuai dengan estimasi. semakin lama pelayanan semakin tidak baik",0,0
"shopee memang terbaik deh, terimakasih voucher2nya ya😊😊😊",2,2
iklan kau ngeselin,0,0
"suka..dengan gratis ongkirnya,& nya🫰🫶 cicilan",2,2
sangat puas,2,2
"untuk aplikasi baik-baik sih nya aja, saya juga sering belanja di Shopee, TAPI KNP SIH IKLANNYA NYEBELIN BANGET??? udah paling lama, sering masuk ke aplikasinya sendiri walaupun kita ngga mencet, jujur aku udah nahan buat ngga komentar kaya gini tapi lama kelamaan ganggu, apalagi yang mencet sendiri, jadi mohon buat pihak yang bertanggung jawab untuk menyelesaikan masalah tsb 🙏🏻",1,1
costumer pengirimannya sering terlambat.jadi tolong jangan bwt sekarang kecewa,1,1
"susah banget shopeefood bulan puasa, gaada yg ambil",0,1
filtur kenapa untuk menghapus daftar no rekening yg tersimpannya ga ada setelah di updet😭,0,0
"puas sekali belanja online disini,,yg tidak sesuai barangnya bisa dikembalikan",2,2
sekarang kok pengiriman lama ya padahal sudah hampir sampai lokasi malah puter balik padahal udah estimasi nyampe nya udah kelewat,0,0
"giliran cod cepet giliran ga cod pesenan lama banget datengnya,",1,1
"Shopy tetap jadi yang terbaik , pertahankan dan teruslah maju, trimakasih Shoppy🙏",2,2
aplikasi geblok dulu baik sekarang barang tdk pernah sampai pesan 10 kali di kembalikan semua kepenjualnya adahal barang tdk di kirim ketempatku,0,0
"kalo gak bantu kepencet ""Cabut pembatalan"" gak bisa dibatalin lagi,solousinya gak sengaja",1,1
toko toko yang jual saat ini amanah,2,2
mager food memudahkan pesan makanan bagi yang shopee,2,1
saya kasih bintang 3 karena belom sempurna SPinjam pengajuan pertama untuk di ACC berikutnya selalu ditolak dan saldo tidak naik2 padahal sudah membayar lunas ditambah lagi Spaylater saldo tidak pernah naik2 limit,1,1
Belanja dishpee senang tingkatkan pelayanan lebih yang baik.,1,1
aplikasi semua bagus nya ada,2,2
bagus saj,2,2
banyak gratis ongkir dan bagus,2,2
gampangnya,2,2
"nampaknya cod gini akun saya udah hilang, apa karna saya telat ambil barang terakhir dikarenakan berada diluar,,terus kurirnya buru2 JD saya harus kehilangan cod. di amat ya resikonya",1,1
makin lama makin bobrok,0,0
jelekkkk jelek bangetttt pokoknya jelek,0,0
sekarang ga lelet sesuai tanggal garansi,1,1
di hp sy klo buka apk ini knapa lemot mulu kadang lag ya ? sdangkan kalo d apk lazada dll aman2 saja tuh. bikin males jd nya,0,0
"iklan shopee nya nyebelin, malahan kalau iklan nya berlebihan orang jadi males, jadi sewajarnya aja toh udah banyak yg download ni apk, gaperlu iklan yg berlebihan banget sampe segala bikin tombol close sendiri di nya. video",1,1
lu klo bikin iklan yang waras dong masa lagi scroll trus ada iklan.shopee tiba tiba masuk ke shopee nya ngeganggu tau gk,0,0
